SN,smiles,bandgap_chain
3319,[*]CC([*])C(=O)OCCCOC,5.8022
3320,[*]CCCCCCNC(=O)CCC(C)CC(=O)N[*],5.8045
3321,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],5.8048
3322,[*]CCCCCc1nnc([*])n1N,5.8053
3323,[*]CC(=O)NCCCCCCNC(=O)COC(=O)CCCCC(=O)O[*],5.8068
3324,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,5.8073
3325,COC(=O)NCCNC,5.8075
3326,[*]NC1CCCC1C([*])=O,5.8081
3327,[*]CCOCCOCCOC(=O)COCC(=O)O[*],5.809
3328,N([*])C(=O)CCCC(=O)NCCCCCCCCCC([*]),5.8098
3329,[*]CC(CS(=O)(=O)CCCC)O[*],5.8098
3330,[*]CCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[*],5.8115
3331,[*]CC1(CO[*])CCCCC1,5.8122
3332,[*]C1CC(C)(C)OC1[*],5.8132
3333,[*]CC(C)(C)COC(=O)C(=O)O[*],5.8142
3334,[*]CCCCCNC(=O)CCCCCCCCC(=O)NCCCCCNC(=O)C(=O)N[*],5.8164
3335,[*]CCCCCCCCCCCC(=O)N([*])C,5.8166
3336,[*]CCCCCNC(=O)CCCCCCC(=O)N[*],5.8169
3337,[*]CC=CCOC(=O)NCCCCCCNC(=O)O[*],5.818
3338,[*]CCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],5.8181
3339,[*]CC([*])C(=O)OCCOCCOC,5.8186
3340,[*]CC([*])OCCOC,5.8187
3341,[*]CCCCCCNC(=O)CCCC(=O)O[*],5.8204
3342,[*]CCCCCCNC(=O)NCCCNC(=O)N[*],5.8207
3343,[*]NC(C)C(=O)NCCCCCC([*])=O,5.8215
3344,[*]OC(CC([*])=O)C(Cl)Cl,5.8216
3345,[*]CCCCCCNC(=O)CCCCC(=O)N[*],5.8218
3346,[*]OC(C)(C)C(F)(F)C(F)(F)OCCOCCC1CC1[*],5.8237
3347,[*]CCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO[*],5.8255
3348,[*]CC1(CO[*])CCC(C)CC1,5.8267
3349,[*]OC(C)CCC(C)OC(=O)CCCCCCCCC([*])=O,5.8308
3350,[*]CC(OC(C)=O)C1C(=O)OC(=O)C1[*],5.8319
3351,[*]C(=O)OCCOC(=O)N1CCN([*])CC1,5.8319
3352,[*]CCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[*],5.8328
3353,[*]OC([2H])([2H])C([*])([2H])[2H],5.8333
3354,[*]CCOCCOCCOC(=O)CCCC(=O)O[*],5.8349
3355,[*]CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[*],5.8367
3356,[*]CCC(C)(C)CC(C)CNC(=O)CCCCC(=O)N[*],5.8392
3357,[*]CCCCOC(=O)CC(N)C(=O)O[*],5.8401
3358,[*]NC(CCC(=O)OCCCCCCCC)C([*])=O,5.8419
3359,[*]CCCCCNC(=O)CCCCCCCCOCCCCCCCCC(=O)NCCCCCO[*],5.8422
3360,[*]CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],5.8439
3361,[*]COC1OC([*])C(O)C(O)C1O,5.8459
3362,[*]CC(OCC(C)C)C1(C)C(=O)OC(=O)C1([*])C,5.8465
3363,[*]CCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[*],5.8482
3364,[*]NNC(=O)CCCCCCCCCCCC([*])=O,5.8501
3365,[*]CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],5.8505
3366,[*]CCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],5.8514
3367,[*]CC(C)(CCl)O[*],5.8535
3368,[*]NC1CCC(CC(C)(C)NC(=O)CCCCC([*])=O)CC1,5.8543
3369,[*]NC(C)C(=O)NC(C([*])=O)C(C)C,5.8554
3370,[*]NC(CC([*])=O)C(=O)OCC(C)C,5.8559
3371,[*]C=CCCCCCCCC[*],5.856
3372,[*]NNC(=O)CCCCCCCCC([*])=O,5.857
3373,[*]OC(CC)(CC)C([*])=O,5.8573
3374,[*]OC(C)C([*])=O,5.8576
3375,[*]CCCCC(Cl)(Cl)C(=O)N[*],5.8581
3376,[*]CCCCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],5.8584
3377,[*]ON(C(F)(F)F)C(F)(Br)C([*])(F)F,5.8588
3378,[*]CC(C)(CO[*])COCC(F)(F)C(F)(F)C(F)(F)F,5.8594
3379,[*]CCCCCCCCCCc1nnc([*])n1N,5.8601
3380,[*]CCCCNC(=O)CCCCCCCC(=O)N[*],5.8602
3381,[*]CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],5.8616
3382,[*]CC(C)C1C(=O)N(CCC)C(=O)C1[*],5.862
3383,[*]OC(C)CNC(=O)CC([*])C,5.8625
3384,[*]C=CC1CC([*])C(C#N)C1,5.8629
3385,[*]CCCNC(=O)C(OC)C(OC)C(=O)N[*],5.8632
3386,[*]CCCCCCCCCNC(=O)CC(=O)N[*],5.8661
3387,C([*])C(C)(C(=O)OCCCOC)([*]),5.8667
3388,[*]CC([*])C(=O)NCCC,5.8667
3389,[*]CC1(C)CC([*])(C)C(=O)OC1=O,5.867000000000001
3390,[*]CNC(=O)CCCC(=O)N[*],5.8672
3391,[*]CC([*])OCCCCC,5.8682
3392,[*]CC1CC1COC(=O)NCCCCCCNC(=O)O[*],5.8683
3393,[*]CC([*])(C)C(=O)NCCC,5.8684
3394,[*]CCCCCNC(=O)CCCCC(=O)N[*],5.8689
3395,[*]C=CCCCCCCCCCC[*],5.8693
3396,[*]OC(=O)NC1CCC(CC2CCC(NC(=O)OC3CC4CC([*])CC(C3)O4)CC2)CC1,5.8696
3397,[*]CCCCCCNC(=O)NCCCCCNC(=O)N[*],5.8717
3398,[*]CCCCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],5.872000000000001
3399,[*]CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],5.8738
3400,[*]CCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],5.8741
3401,[*]CCCCCC(=O)NCCCCCCNC(=O)CCCCO[*],5.8743
3402,[*]CCCCC(=O)NCCCCCCC(=O)NCCC(=O)N[*],5.875
3403,[*]CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N[*],5.8752
3404,[*]CC(=O)NC(C)C(=O)O[*],5.8761
3405,[*]NC(C)(CCC)CC([*])=O,5.8762
3406,[*]CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],5.8763
3407,[*]CCCCCCCCCCOCCCCCCCCCCOCCCCCO[*],5.8764
3408,[*]NNC(=O)CCC(=O)NNC(=O)CCCCCCCCC([*])=O,5.8764
3409,[*]CCCCCCCNC(=O)CCCCCCCC(=O)N[*],5.8765
3410,[*]CC(=O)NCCCCCCNC(=O)COC(=O)CCCCCCC(=O)O[*],5.8774
3411,[*]CC(=O)NCC(=O)O[*],5.879
3412,[*]CCC1CC(=O)N([*])C(=O)C1,5.8804
3413,[*]C=CC(C)CCCCCCCCC[*],5.8820000000000014
3414,[*]C(=O)OC1CCC(OC(=O)N2CCN([*])CC2)CC1,5.8826
3415,[*]CCCCOC(=O)NC1CCC(CC2CCC(NC(=O)O[*])CC2)CC1,5.8831
3416,[*]CCCCCCOC(=O)CCC=CCCC(=O)O[*],5.8833
3417,[*]c1nnc(C2CC3(CC([*])C3)C2)o1,5.8846
3418,[*]CC(C)(C)COC(=O)NC1CCC(CC2CCC(NC(=O)O[*])CC2)CC1,5.885
3419,[*]CCCCCC(=O)NCCCCCCNC(=O)CCCCCO[*],5.8882
3420,[*]CCCCCCCC(=O)N[*],5.8885
3421,[*]CCN([*])C(=O)CO,5.8894
3422,[*]CCOCCOCCOC(=O)CCCCCCC(=O)O[*],5.8894
3423,[*]CCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],5.8916
3424,[*]CCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[*],5.8918
3425,[*]C(=O)OCC(C)(C)COC(=O)N1CC(C)N([*])CC1C,5.8923
3426,[*]CCOCC(=O)NCCNC(=O)CO[*],5.8923
3427,[*]CCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],5.8928
3428,[*]CCOCCOC(=O)COCC(=O)O[*],5.8945
3429,[*]C(=O)OC1CCN([*])CC1,5.8954
3430,[*]CCCCCCCCCNC(=O)CCCCCCCCCC(=O)N[*],5.8963
3431,[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],5.8998
3432,[*]CC(C)C(=O)N[*],5.9006
3433,[*]CCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],5.9016
3434,[*]CC(CCCCCCCCCC)O[*],5.9022
3435,[*]OC([*])CCCCCCCC,5.9039
3436,[*]NC(C)C(=O)NCCCCCCCCCCC([*])=O,5.9043
3437,[*]OC(=O)CCS(=O)(=O)CCS(=O)(=O)CCC([*])=O,5.9043
3438,[*]CCCCCCCNC(=O)CCCCC(=O)N[*],5.9053
3439,[*]C=CCCCCCCCCCC(Cl)CCCCCCCCC[*],5.9057
3440,[*]OC1C(CO)OC([*])C(N)C1O,5.9066
3441,[*]CCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO[*],5.9069
3442,[*]CCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[*],5.9081
3443,[*]CCCNC(=O)CCCCCCCCC(=O)NCCCOCCO[*],5.9081
3444,[*]CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],5.9092
3445,[*]CCCCCCCCCCNC(=O)CCCCCCC(=O)N[*],5.9109
3446,[*]CCCCCCCCCCOC(=O)C(=O)O[*],5.9110000000000005
3447,[*]CCCNC(=O)CCCCCCCCC(=O)NCCCOCCOCCO[*],5.9137
3448,[*]CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],5.9171
3449,[*]CC([*])(CO)C(=O)OCC,5.919
3450,[*]CCOC(=O)NCCC(C)NC(=O)O[*],5.9201
3451,[*]NC(CC([*])=O)C(=O)OCCCCCC,5.9232
3452,[*]NC(C)CC([*])=O,5.9253
3453,[*]CCC(C)O[*],5.9265
3454,[*]CCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],5.9268
3455,[*]CCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],5.9276
3456,[*]C1CCOC1[*],5.9277
3457,[*]CC#CCOC(=O)CCC(=O)O[*],5.9288
3458,[*]CCCCC(C)CC(=O)N[*],5.9298
3459,[*]CCNC(=O)CCP(C)(=O)CCC(=O)N[*],5.9313
3460,[*]CCCCCCCCCNC(=O)CCCCCC(=O)N[*],5.9333
3461,[*]CC([*])(F)C(=O)OCC(Cl)(Cl)Cl,5.9339
3462,[*]CCCCc1nnc([*])o1,5.9356
3463,[*]CCCCNC(=O)CCCCC(=O)N[*],5.937
3464,[*]CCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],5.9373
3465,[*]C=CC(C[*])(C(F)(F)F)C(F)(F)F,5.9378
3466,[*]CCCN([*])C=O,5.9384
3467,[*]CC1CCCC(CNC(=O)CCCCCCC(=O)N[*])C1,5.9394
3468,[*]C(=O)OC1CCC(OC(=O)N2CC(C)N([*])CC2C)CC1,5.9402
3469,[*]C1CC2C3CC4C(C3[*])C24C1,5.9404
3470,[*]OC(=O)OCCOCCOCCOCCOC(=O)OC1COC2C([*])COC12,5.9406
3471,[*]CC([*])(CC(=O)O)C(=O)O,5.9408
3472,[*]COC1CC2CC(O[*])C1C2,5.9417
3473,[*]CCC(C)CO[*],5.942
3474,[*]CCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[*],5.9436
3475,[*]CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],5.9438
3476,[*]OC([*])CCCCC,5.9463
3477,[*]CCCCCCCCCCCC(=O)N[*],5.9463
3478,[*]CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],5.9468
3479,[*]CCCCCCC(=O)NCCCCCCNC(=O)CCCCCCO[*],5.9469
3480,[*]C=CCCCCCCC(Cl)CCCCCC[*],5.9472
3481,[*]CCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],5.9475
3482,[*]CC([*])(Cl)C(=O)OCC,5.9476
3483,[*]CCCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],5.9487
3484,[*]CCCCCCCCCCOC(=O)CC=CCC(=O)O[*],5.9499
3485,[*]CCC1CC(=O)N([*])C1=O,5.9499
3486,[*]CC1CCC(CNC(=O)CCCCCCCCCCC(=O)N[*])CC1,5.9503
3487,[*]CC([*])(C)C(=O)OC1(C)CCOC(=O)C1,5.9519
3488,[*]CCCCCCCCNC(=O)CC(=O)N[*],5.9535
3489,[*]C(=O)OCC1CC1COC(=O)N1CCN([*])CC1,5.9559
3490,[*]CCCCCCNC(=O)CCCCCCCCC(=O)N[*],5.9571
3491,[*]CCCCCCCCCCOC(=O)CCC=CCCC(=O)O[*],5.9572
3492,[*]CCNC(=O)CCCCCCCCC(=O)N[*],5.9599
3493,[*]CCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],5.9602
3494,[*]CC(C)(C)CO[*],5.9613
3495,[*]CC(C)(CCCC)C(=O)N[*],5.9624
3496,[*]CC([*])OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.9661
3497,[*]CC(C)(C)COC(=O)NCCOCCOCCNC(=O)O[*],5.9669
3498,[*]CCCCCC(=O)NCCNC(=O)CCCCCOC(=O)CCCCC(=O)O[*],5.9669
3499,[*]CCCCNC(=O)CCCCCC(=O)N[*],5.9678
3500,[*]CCCCCCCCNC(=O)CCC(=O)N[*],5.9681
3501,[*]CCCOC(=O)NC1CC1NC(=O)O[*],5.9686
3502,[*]OC(CC)C([*])=O,5.9716
3503,[*]CCCCCC(=O)NCCOC(=O)CCCCC(=O)O[*],5.9722
3504,[*]CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO[*],5.9732
3505,[*]OC(=C)CC([*])=O,5.9735
3506,[*]CC(C)(COC(=O)NCCCCCCNC(=O)O[*])C(=O)O,5.9742
3507,[*]CCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],5.9745
3508,[*]OC(COCCOC)COC([*])=O,5.976
3509,[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N[*],5.9783
3510,[*]OC(=O)CCCCCC([*])=O,5.9807
3511,[*]CCCCCCCCCCCCNC(=O)CC(=O)N[*],5.9823
3512,[*]CC(OC)C1C(=O)OC(=O)C1[*],5.9831
3513,[*]CCCCCCCCCO[*],5.9832
3514,[*]CC([*])OCC(=O)O,5.9833
3515,[*]CC([*])CO,5.9849
3516,[*]CCCCCCCCCCNC(=O)CCC(=O)N[*],5.9859
3517,[*]OC1C(CO)OC([*])C(NC(C)=O)C1O,5.9874
3518,[*]NC(CCC([*])=O)C(=O)O,5.9876
3519,[*]CC(C)CO[*],5.99
3520,[*]NC(CC(C)C)C([*])=O,5.9901
3521,[*]C(=O)OCC(C)(C)COC(=O)N1CCN([*])C(C)C1,5.9905
3522,[*]CONC(=O)[*],5.9906
3523,[*]CCCCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O[*],5.9927
3524,[*]C(=O)NC1CCCC([*])O1,5.9929
3525,[*]OC([*])CC,5.9932
3526,[*]CCCCCCCCCCCCCCCCCCCCCC(=O)N[*],5.9963
3527,[*]CCCCCC(=O)NCCCCCCNC(=O)CCCCCOC(=O)CCCCC(=O)O[*],5.9977
3528,[*]CCCCCCCCCCCCOC(=O)CC=CCC(=O)O[*],5.9978
3529,[*]CNC(=O)CCCCC(=O)N[*],5.997999999999998
3530,[*]CCCCCCCCCCCCCCCCC(=O)N[*],5.9993
3531,[*]CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],6.0
3532,[*]CC(CO[*])(COCC(F)(F)F)COCC(F)(F)F,6.0009
3533,[*]CC(C)(N=C=O)C1C(=O)OC(=O)C1[*],6.0042
3534,[*]CC(C)CCCCC(=O)N[*],6.0048
3535,C([*])C(O1)CC(OC1CC)([*]),6.0051
3536,[*]CCCCCCCCCCC(=O)NCC(=O)N[*],6.0074
3537,[*]NC(C)C([*])=O,6.0074
3538,[*]COC(=O)OC1C([*])OC2OC(C)(C)OC21,6.0081
3539,[*]CCOC(=O)COCC(=O)O[*],6.0093
3540,[*]CCCCCCCCCCOCCCCCCOCCCCCCO[*],6.0095
3541,[*]OC1C(COCO)OC([*])C(O)C1O,6.0101
3542,[*]CCCCO[*],6.0135
3543,[*]CCCC(C)CCC(=O)N[*],6.0143
3544,[*]CNC(=O)CC(=O)N[*],6.0152
3545,[*]CCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],6.0162
3546,[*]CCCCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],6.0171
3547,[*]C(=O)N([*])CC,6.0174
3548,[*]CCOCC(=O)O[*],6.0176
3549,[*]NNC(=O)CCCCCCCCCCCCCCCCC([*])=O,6.0181
3550,[*]CCCCCCNC(=O)CCC(=O)N[*],6.0201
3551,[*]CCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N[*],6.0208
3552,[*]CCCCCOC(=O)NC1CC1NC(=O)O[*],6.0216
3553,[*]CCCCCCCCCCC(=O)N[*],6.0219
3554,[*]CCc1nnc([*])n1N,6.022
3555,[*]CC([*])OCCCl,6.0222
3556,[*]CC1CCCC(CC(=O)N[*])C1,6.0231
3557,[*]CC1CCC(CNC(=O)CCCC(=O)N[*])CC1,6.0232
3558,[*]CCCCCCCCCC(=O)N[*],6.0233
3559,[*]CC([*])(C)C(=O)OC(C(F)(F)F)C(F)(F)F,6.0249
3560,[*]CCCCCCCCCCOCCCCCCCCCCOCCCCO[*],6.0257
3561,[*]CCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O[*],6.0257
3562,[*]CCCCNC(=O)CCCCCCCCCC(=O)N[*],6.0257
3563,[*]CCCCCC(=O)N[*],6.0265
3564,[*]C=CC1CC([*])C(C#N)(CCC)C1,6.027
3565,[*]CCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],6.0302
3566,[*]CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],6.0318
3567,[*]OC(CC(C)C)C([*])=O,6.0332
3568,[*]NNC(=O)CCCCCCCC(=O)NNC(=O)CCCCCCCCC([*])=O,6.0362
3569,[*]CCOC(=O)C(=O)O[*],6.0408
3570,[*]CC(CS(=O)(=O)CCC)O[*],6.0412
3571,[*]CCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],6.0415
3572,[*]OC(CCCCCCC=C)CC([*])=O,6.0438
3573,[*]CC([*])C(=O)OCCC(C)OC,6.0444
3574,[*]CCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],6.0447
3575,[*]CCCCCCCCCCOCCCCCCCCCCOCCCCCCO[*],6.045
3576,[*]CCCCCCCCCNC(=O)N[*],6.0453
3577,[*]CCCCNC(=O)NCCCCCCNC(=O)O[*],6.0454
3578,[*]NC(CC([*])=O)C(C)C,6.0457
3579,[*]CCCOC(=O)COCC(=O)O[*],6.046
3580,[*]CC(C)CNC(=O)O[*],6.0465
3581,[*]OC(COC([*])=O)COC(C)(C)C,6.0478
3582,[*]OCCOCCOC(=O)C(CC)C([*])=O,6.0479
3583,[*]CCCCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],6.0481
3584,[*]CC(OC)C(C(=O)OC)C([*])C(=O)OC,6.0489
3585,[*]CCCCNC(=O)CCCCCCC(=O)N[*],6.0507
3586,[*]C1CCC1[*],6.0558
3587,[*]C(=O)OCCOC(=O)N1CC(C)N([*])CC1C,6.0561
3588,[*]OC(C)C(=O)OCC([*])=O,6.0565
3589,[*]CCCC(C)CC(=O)N[*],6.0572
3590,[*]CCCCCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],6.0574
3591,[*]C1C(=O)OC(=O)C1C1C2CC(C(=O)OC3CCCCC3)C(C2)C1[*],6.058
3592,[*]CC1CC1CO[*],6.058
3593,[*]CCCCCCCCCCCCCCCCCC(=O)N[*],6.0585
3594,[*]CCCCCOC(=O)NC(=O)C1CC1C(=O)NC(=O)O[*],6.0591
3595,[*]CCCCCCOC(=O)NCCCCCCNC(=O)O[*],6.0594
3596,[*]CCOC(=O)NCCCCCCNC(=O)O[*],6.0605
3597,[*]CCCCNC(=O)CC(=O)N[*],6.0609
3598,[*]CCCCCCCCCCCNC(=O)CCCCC(=O)N[*],6.061
3599,[*]CCOCCOC(=O)O[*],6.062
3600,[*]CC=CCOC(=O)CCCCCCCCC(=O)O[*],6.0636
3601,[*]CC([*])C(=O)OCC=C,6.0639
3602,[*]CCCCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O[*],6.0655
3603,[*]CCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],6.0664
3604,[*]NNC(=O)C1CCC(C(=O)NNC(=O)CCCCC([*])=O)CC1,6.0678
3605,[*]CC(=O)N[*],6.0692
3606,[*]CCCCCCCCC(=O)N[*],6.0695
3607,[*]NC(CC([*])=O)C(=O)OCCCC,6.072
3608,[*]CC(CBr)O[*],6.0732
3609,[*]C=CC1CC([*])C(C#N)(CC)C1,6.074
3610,[*]CC1CC([*])OC(C)O1,6.0751
3611,[*]CCOC(=O)NCCNC(=O)O[*],6.0764
3612,[*]CCOCCOCCOC(=O)CCC(C)CC(=O)O[*],6.0773
3613,[*]CCCCCCO[*],6.0774
3614,[*]CCCCOC(=O)NCCNC(=O)O[*],6.0791
3615,[*]CCCCCOC(=O)CCCCCNC(=O)O[*],6.0793
3616,[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],6.0804
3617,[*]OC(=O)OCCCCOC(=O)OC1COC2C([*])COC12,6.0817
3618,[*]CCOCC(CCl)O[*],6.0832
3619,[*]C1C2CC(C)C(C2)C1[*],6.0902
3620,[*]CCCCCCCCO[*],6.0919
3621,[*]CCCCCCC(=O)N[*],6.0973
3622,[*]CCCCOC(=O)NC1CC1NC(=O)O[*],6.0977
3623,[*]CCCCCCCCCCCC(=O)NCC(=O)N[*],6.1009
3624,[*]CC(C(=O)OCC)(C(=O)OCC)[*],6.102
3625,[*]CC(C)C1COC2C(C(=O)OC(O)(C(F)(F)F)C(F)(F)C[*])CC12,6.1023
3626,[*]OC1OC([*])C2CCCCC12,6.1024
3627,CNC(=O)ONC(=O)NO,6.1065
3628,[*]CC([*])C(=O)NCO,6.1073
3629,[*]C1CC2CC1C([*])C2CCCC,6.1081
3630,[*]CCOCCOC(=O)CCCCC(=O)O[*],6.1095
3631,[*]CCCOC(=O)NCCCCCCNC(=O)O[*],6.1154
3632,[*]CCCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],6.1163
3633,[*]NOC(=O)O[*],6.1166
3634,[*]CCCCCCCCOC(=O)CC=CCC(=O)O[*],6.1178
3635,[*]CCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*],6.1194
3636,[*]CCCCCCNC(=O)C1CC1(C)C(=O)N[*],6.1212
3637,[*]CC([*])C(=O)OCC(C)C,6.1213
3638,[*]CCCCCCCCCCCCCCC(=O)N[*],6.1217
3639,[*]CC([*])(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,6.1224
3640,[*]CCCCCCCc1nnc([*])o1,6.124
3641,[*]CC#CCOC(=O)CCCCCCC(=O)O[*],6.125
3642,[*]CCCCCCOC(=O)NCCCNC(=O)O[*],6.1264
3643,[*]COCC1([*])COC(C)(C)OC1,6.1267
3644,[*]CCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],6.1273
3645,[*]CCCCCCCOC(=O)NCCCCCCNC(=O)O[*],6.1286
3646,[*]ON(C(F)(F)C([*])(F)F)C(F)(F)C(F)(F)Br,6.1306
3647,[*]CCC(C)O[Si](C)(C)O[*],6.1309
3648,[*]CCCCCCCCCCCCC(=O)N[*],6.1317
3649,[*]CC#CCOC(=O)CCCCCCCCC(=O)O[*],6.1332
3650,[*]OC(C)COC(=O)COCC([*])=O,6.1342
3651,[*]CCOCCOCCOC(=O)C1CCC(C(=O)O[*])CC1,6.1348
3652,[*]CC(CO[*])(CS(C)(=O)=O)CS(C)(=O)=O,6.135
3653,[*]OC1CCC(OC(=O)NCCNC([*])=O)CC1,6.1359
3654,[*]CCOC(=O)NCCCOCCCNC(=O)O[*],6.1366
3655,[*]CCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],6.1368
3656,[*]CNC(=O)CCCCCCCCC(=O)N[*],6.1370000000000005
3657,[*]CC1CC([*])OC(CCC)O1,6.1416
3658,[*]CC(=O)NCCCCCCNC(=O)CO[*],6.1421
3659,[*]CC(C)(C)COC(=O)NCCCC(CCNC(=O)O[*])OC,6.1425
3660,[*]OC(=O)CCCCCCCCCCCCCCCCC([*])=O,6.1452
3661,[*]CC#CCOC(=O)NCCCCCCNC(=O)O[*],6.1466
3662,[*]C(C)C([*])O,6.1475
3663,[*]C(=O)OCCCCCCOC(=O)N1CCN([*])CC1,6.1494
3664,[*]CCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],6.1506
3665,[*]OC(=O)OC1CC2CC([*])CC(C1)O2,6.1524
3666,[*]CC(CS(=O)(=O)CCCCC)O[*],6.1531
3667,[*]CCOCCOCCOC(=O)CCCCCCCC(=O)O[*],6.1534
3668,[*]CCCCCOC(=O)NCCCCCCNC(=O)O[*],6.1556
3669,[*]OC([*])C=C,6.1583
3670,[*]CCCCCCCCCCCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],6.1594
3671,[*]CCCCCCCCCCOC(=O)COCC(=O)O[*],6.164
3672,[*]CC(CO[*])(COC(C)=O)COC(C)=O,6.1648
3673,[*]CCOC(=O)NCCCCCCCCCCNC(=O)O[*],6.1704
3674,[*]OC1CCC(OC(=O)NCCCCCCNC([*])=O)CC1,6.1757
3675,[*]CCCCCCCCOC(=O)CCC=CCCC(=O)O[*],6.1798
3676,[*]CCOCCOC(=O)C(CCCCCCC)C(=O)O[*],6.1842
3677,[*]OC1C(C)(C)C(OC([*])=O)C1(C)C,6.1846
3678,[*]OC(=O)CCCCCCCCCCCCC([*])=O,6.1871
3679,[*]CC([*])C(N)=O,6.1879
3680,[*]CCCCOC(=O)NCCCCCCNC(=O)O[*],6.1879
3681,[*]CCCCCCCCCCO[*],6.1884
3682,[*]CCCCCOC(=O)C(=O)O[*],6.1932
3683,[*]CCCCCOC(=O)COCC(=O)O[*],6.1938
3684,[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O[*],6.1948
3685,[*]OC(=O)OCCOCCOCCOC(=O)OC1COC2C([*])COC12,6.1949
3686,[*]CCOC(=O)NCCOCCOCCNC(=O)O[*],6.1965
3687,[*]CCOCCOCCOC(=O)CCCCCC(=O)O[*],6.197
3688,[*]OC(=O)CCCCCCC([*])=O,6.1978
3689,[*]CC([*])OC(=O)OCC(Cl)(Cl)Cl,6.1989
3690,[*]OC(=O)CCCCCCCC([*])=O,6.199
3691,[*]CC(CF)O[*],6.1994
3692,[*]C1C2CCC(C2)C1[*],6.1998
3693,C(=O)NC(=O)NCCCN,6.2028
3694,[*]CCCCCCCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],6.2072
3695,[*]CCOC(=O)NC1CCCC(NC(=O)O[*])C1,6.2072
